SN,PN,NAME,VALUE,CREATETIME,Value length,PASS/FAIL_1,PASS/FAIL_2,PASS/FAIL_3,PASS/FAIL_4,"#????? ???500??? ????????????
# SN?????[100001~999999];
# PN???[AAA BBB]? 250?
# NAME???[AAA->CW BBB->CX]
# VALUE[AAA??21? BBB??17?]
# CREATETIME ????-????",??????,????,??????,????
372890,AAA,CW,K250CG5V4LEES11V2I7G9,20210919,21,Pass,Pass,Pass,Pass,,,,,
535649,AAA,CW,W6H6ZHUIQKEJEER0H0GLG,20231116,21,Pass,Pass,Pass,Pass,,,,,
150365,AAA,CW,GWMG8OPH5Q60LSHSLZRZ8,20210227,21,Pass,Pass,Pass,Pass,,,,,
117160,AAA,CW,KCJ3DCFCAQM0TMD0X8S8Q,20200831,21,Pass,Pass,Pass,Pass,,,,,
992162,AAA,CW,0LRKO0FUABSNVOWAFY1II,20210327,21,Pass,Pass,Pass,Pass,,,,,
906389,AAA,CW,ZBFX3LLNI13S2O8C3UWD3,20220414,21,Pass,Pass,Pass,Pass,,,,,
756860,AAA,CW,T6QJTCXOYJ9B806ICP25S,20210611,21,Pass,Pass,Pass,Pass,,,,,
712345,AAA,CW,CF198564FHZ9WD9WN2753,20220704,21,Pass,Pass,Pass,Pass,,,,,
250142,AAA,CW,E8D7HCCMGXW0CJXRERWSR,20220622,21,Pass,Pass,Pass,Pass,,,,,
871348,AAA,CW,LKVN8BDYIPLM92JPEGHP3,20200511,21,Pass,Pass,Pass,Pass,,,,,
280075,AAA,CW,3FY61BBP3PHNS0GXU2CGX,20201016,21,Pass,Pass,Pass,Pass,,,,,
868566,AAA,CW,TT21WTFW0VFTM00HKV4BS,20210505,21,Pass,Pass,Pass,Pass,,,,,
415872,AAA,CW,27CWYAWV5N3D159OKY1IU,20211221,21,Pass,Pass,Pass,Pass,,,,,
790274,AAA,CW,P7GAUVZEJ73UGRD8NSAYQ,20200420,21,Pass,Pass,Pass,Pass,,,,,
600996,AAA,CW,PNN8128KV182NIPVI9G5Y,20220209,21,Pass,Pass,Pass,Pass,,,,,
919336,AAA,CW,7N931DWS1SOBUMZGBXSU4,20230510,21,Pass,Pass,Pass,Pass,,,,,
599603,AAA,CW,BJ4ZZZPCVB6GB3TF4Y9H7,20221015,21,Pass,Pass,Pass,Pass,,,,,
425968,AAA,CW,LXYMRH5YQG7ZLIP3WC9OZ,20210121,21,Pass,Pass,Pass,Pass,,,,,
172973,AAA,CW,FJGVFIHMBRPVOOOY166NQ,20211115,21,Pass,Pass,Pass,Pass,,,,,
663585,AAA,CW,F2X1MPXNM06BQIJH9SWNN,20200214,21,Pass,Pass,Pass,Pass,,,,,
247064,AAA,CW,N4KVCT7T6YAYOTRA5JGOX,20220521,21,Pass,Pass,Pass,Pass,,,,,
680750,BBB,CX,80FZR8UM9YCZ05WRN,20200909,17,Pass,Fail,Pass,Fail,,,,,
432884,BBB,CX,Z1393SW29LS8KA092,20210231,17,Pass,Fail,Pass,Fail,,,,,
934833,BBB,CX,0TNS10TXN1JDYYOJQ,20230330,17,Pass,Fail,Pass,Fail,,,,,
509379,BBB,CX,BF7NWEPY8QDAAUURZ,20230329,17,Pass,Fail,Pass,Fail,,,,,
813957,BBB,CX,U70ELDOWAR9KTHK0B,20220713,17,Pass,Fail,Pass,Fail,,,,,
419863,BBB,CX,S27BHJ1QGRTIJD7W2,20200924,17,Pass,Fail,Pass,Fail,,,,,
275132,BBB,CX,TSC766K7PEIZD7QAD,20220511,17,Pass,Fail,Pass,Fail,,,,,
229554,BBB,CX,VKJA5AYSWNNLG5L1M,20230631,17,Pass,Fail,Pass,Fail,,,,,
217608,BBB,CX,QRDQ8V5MFVXOOHE4F,20200116,17,Pass,Fail,Pass,Fail,,,,,
736920,BBB,CX,CQ59GKLQ3W1KUYM2I,20221213,17,Pass,Fail,Pass,Fail,,,,,
310194,BBB,CX,PM1HA1E8U2PLSS5RO,20231225,17,Pass,Fail,Pass,Fail,,,,,
600750,BBB,CX,HEF7M7EC1U18PM02Y,20201216,17,Pass,Fail,Pass,Fail,,,,,
830406,BBB,CX,RKNOROZO3YZG9UFG8,20210218,17,Pass,Fail,Pass,Fail,,,,,
481530,BBB,CX,ASPMYWQCQA5V7LLFS,20211218,17,Pass,Fail,Pass,Fail,,,,,
201012,BBB,CX,WYL5BI8MZL2B3AG1S,20231030,17,Pass,Fail,Pass,Fail,,,,,
468828,BBB,CX,WTCIYJNFOETQW0WKY,20230419,17,Pass,Fail,Pass,Fail,,,,,
497220,BBB,CX,HLLKQW4G7XZ0GJORI,20210828,17,Pass,Fail,Pass,Fail,,,,,
506834,BBB,CX,7O1NTTXHU1TY17CL8,20231225,17,Pass,Fail,Pass,Fail,,,,,
902037,BBB,CX,JZPA2PYN7TMXKUQ6F,20231025,17,Pass,Fail,Pass,Fail,,,,,
541254,BBB,CX,MZ18WVGU4RTOW4DEO,20200317,17,Pass,Fail,Pass,Fail,,,,,
354398,BBB,CX,FD900VF19IZ8URBE9,20230918,17,Pass,Fail,Pass,Fail,,,,,
137578,BBB,CX,XZMWTKMH27ZF4FBC7,20210728,17,Pass,Fail,Pass,Fail,,,,,
912204,BBB,CX,L38Y12MPXOLEVXF0U,20201202,17,Pass,Fail,Pass,Fail,,,,,
827647,BBB,CX,YT7SLU8PCR041JI2C,20200822,17,Pass,Fail,Pass,Fail,,,,,
238360,BBB,CX,RBV191OZAL34FE8IZ,20221012,17,Pass,Fail,Pass,Fail,,,,,
575649,BBB,CX,QZK8KZYK63R91DHNE,20210415,17,Pass,Fail,Pass,Fail,,,,,
965108,BBB,CX,84YEFHAXM9XGFFLVC,20200918,17,Pass,Fail,Pass,Fail,,,,,
256044,BBB,CX,7IQY52PXFL5EDKTXK,20200513,17,Pass,Fail,Pass,Fail,,,,,
350629,BBB,CX,X7XAXI11QL4KJRUIQ,20230304,17,Pass,Fail,Pass,Fail,,,,,
561080,BBB,CX,H08JKMD3XKUQ956XC,20220630,17,Pass,Fail,Pass,Fail,,,,,
941945,BBB,CX,PLQF6UIO88ILF3DE5,20210625,17,Pass,Fail,Pass,Fail,,,,,
382837,BBB,CX,M29A885UL00Q7ZO7V,20210607,17,Pass,Fail,Pass,Fail,,,,,
884677,BBB,CX,KSATQUXAJPK16CK4Z,20210112,17,Pass,Fail,Pass,Fail,,,,,
198090,BBB,CX,ENU5AIW58M698ASO9,20201014,17,Pass,Fail,Pass,Fail,,,,,
516883,BBB,CX,WIWSQZ4N4L79MIG0H,20220709,17,Pass,Fail,Pass,Fail,,,,,
196902,BBB,CX,YR1OU8JAHHHC6WM14,20200321,17,Pass,Fail,Pass,Fail,,,,,
215658,BBB,CX,WF0NGDEA84TEPZOB7,20210205,17,Pass,Fail,Pass,Fail,,,,,
841932,BBB,CX,TPMNTTBQ0IGDJZBVW,20201005,17,Pass,Fail,Pass,Fail,,,,,
206439,BBB,CX,52RK4CERU748LKVJ1,20211119,17,Pass,Fail,Pass,Fail,,,,,
616122,BBB,CX,7EREF2GCQAAECRCDL,20200716,17,Pass,Fail,Pass,Fail,,,,,
390794,BBB,CX,O6Z9PTIOC2DP8MCGY,20211104,17,Pass,Fail,Pass,Fail,,,,,
920623,BBB,CX,6UYX6HHM8N0T7BPCQ,20211220,17,Pass,Fail,Pass,Fail,,,,,
265598,BBB,CX,6YCVVKHWCRQRH422G,20220716,17,Pass,Fail,Pass,Fail,,,,,
704568,BBB,CX,T460K1BI2CXL76F0T,20201105,17,Pass,Fail,Pass,Fail,,,,,
933419,BBB,CX,JBNTKH11H8F9NRE3Z,20210931,17,Pass,Fail,Pass,Fail,,,,,
869896,BBB,CX,1XXZMENL6WCYAFU95,20200717,17,Pass,Fail,Pass,Fail,,,,,
617240,BBB,CX,APHKZWPMOLUCEA8QH,20201112,17,Pass,Fail,Pass,Fail,,,,,
777481,BBB,CX,NS6857JMZJ1DYYCL5,20230504,17,Pass,Fail,Pass,Fail,,,,,
692268,BBB,CX,O2Q75SAY8SA0CC7L9,20221103,17,Pass,Fail,Pass,Fail,,,,,
828395,BBB,CX,7CSJCY7GSA0JSMJLG,20211014,17,Pass,Fail,Pass,Fail,,,,,
925009,BBB,CX,R2YESI358JM2ZZ9EX,20210811,17,Pass,Fail,Pass,Fail,,,,,
183119,BBB,CX,EVNYITTCBTZJ33B77,20231222,17,Pass,Fail,Pass,Fail,,,,,
740663,BBB,CX,RJN7TW1MPI2D5RIHU,20220508,17,Pass,Fail,Pass,Fail,,,,,
349623,BBB,CX,GPMQ4PRLJ7WJ84Q96,20211229,17,Pass,Fail,Pass,Fail,,,,,
785185,BBB,CX,3I3L64MR7GVXSS864,20200620,17,Pass,Fail,Pass,Fail,,,,,
173228,BBB,CX,8LMTGF24ESX4YR7FA,20200615,17,Pass,Fail,Pass,Fail,,,,,
134508,BBB,CX,MSPATDZ6J93QS0I34,20230312,17,Pass,Fail,Pass,Fail,,,,,
203353,BBB,CX,YRGQL4463BJ3ZJQYR,20210821,17,Pass,Fail,Pass,Fail,,,,,
641829,BBB,CX,XHTAXWKOOAVYQ240L,20220503,17,Pass,Fail,Pass,Fail,,,,,
527832,BBB,CX,0QZ5DNXE6S5XXT9BA,20231019,17,Pass,Fail,Pass,Fail,,,,,
879399,BBB,CX,G8TH9U7JO1YRQAYAO,20230924,17,Pass,Fail,Pass,Fail,,,,,
926421,BBB,CX,6QTL910R1QIM90VDE,20220631,17,Pass,Fail,Pass,Fail,,,,,
852654,BBB,CX,YHKXU9202I80LZTPG,20200131,17,Pass,Fail,Pass,Fail,,,,,
949420,BBB,CX,4CUI8EZLV5IA1KUWS,20220816,17,Pass,Fail,Pass,Fail,,,,,
424785,BBB,CX,FVHHT1EX0LPOG6ITE,20230916,17,Pass,Fail,Pass,Fail,,,,,
519228,BBB,CX,W7YPEDWCA79MSFUL3,20230804,17,Pass,Fail,Pass,Fail,,,,,
625779,BBB,CX,ATOA24LO3IOFJCPTI,20201030,17,Pass,Fail,Pass,Fail,,,,,
711635,BBB,CX,RU294CUQR1ZL790OX,20220110,17,Pass,Fail,Pass,Fail,,,,,
898483,BBB,CX,NJZ1OWPNMPIH7BFEO,20201221,17,Pass,Fail,Pass,Fail,,,,,
940773,BBB,CX,HFI6DZK4GQHBIDOFL,20220910,17,Pass,Fail,Pass,Fail,,,,,
363273,BBB,CX,BU8NJWZZTBS2YQ32R,20201101,17,Pass,Fail,Pass,Fail,,,,,
968714,BBB,CX,TU0NP89AWCW0JJINL,20230920,17,Pass,Fail,Pass,Fail,,,,,
744235,BBB,CX,E4V8LADOBCYEOIUCZ,20201006,17,Pass,Fail,Pass,Fail,,,,,
711614,BBB,CX,JGWUZEK0HP2V9SWME,20220618,17,Pass,Fail,Pass,Fail,,,,,
722832,BBB,CX,DWVYSVOTJ1IAZGDXF,20230306,17,Pass,Fail,Pass,Fail,,,,,
216070,BBB,CX,7S4OPMNBP5DD8YERZ,20200328,17,Pass,Fail,Pass,Fail,,,,,
761257,BBB,CX,0NR2S1VMFULBORP4R,20210326,17,Pass,Fail,Pass,Fail,,,,,
103820,BBB,CX,9XQ2NSXJV6JF8EJDS,20210319,17,Pass,Fail,Pass,Fail,,,,,
904994,BBB,CX,EXWJFE8RHBBUP4A9G,20210211,17,Pass,Fail,Pass,Fail,,,,,
354205,BBB,CX,D3VQ8MSCTZ0Z8Z0DW,20211229,17,Pass,Fail,Pass,Fail,,,,,
745167,BBB,CX,643DA1VGEI9HLPTNQ,20230305,17,Pass,Fail,Pass,Fail,,,,,
867113,BBB,CX,9JPASY0HFYPFTJ01V,20200215,17,Pass,Fail,Pass,Fail,,,,,
280378,BBB,CX,7DDNB65DVU2WVUIIR,20230802,17,Pass,Fail,Pass,Fail,,,,,
891396,BBB,CX,UKNH6WPV0YHGO80DT,20210616,17,Pass,Fail,Pass,Fail,,,,,
850073,BBB,CX,KNBXZLEK8ZIFS7M5M,20210817,17,Pass,Fail,Pass,Fail,,,,,
194774,BBB,CX,FJH3SM6O7E7O76Q7M,20220928,17,Pass,Fail,Pass,Fail,,,,,
471088,BBB,CX,9GSCHNEG4E3IZKT09,20210103,17,Pass,Fail,Pass,Fail,,,,,
242858,BBB,CX,Y532EL8SDBDNX5T73,20230312,17,Pass,Fail,Pass,Fail,,,,,
204605,BBB,CX,1BPS38B85R7F3JDR3,20220709,17,Pass,Fail,Pass,Fail,,,,,
903968,BBB,CX,XB3M5H7ZSUMGVIB3J,20210313,17,Pass,Fail,Pass,Fail,,,,,
385900,BBB,CX,ULI0BZQT1Y92KLOXF,20220211,17,Pass,Fail,Pass,Fail,,,,,
296068,BBB,CX,FWTFLQ9SCFO44QYCZ,20210923,17,Pass,Fail,Pass,Fail,,,,,
379371,BBB,CX,50EDFTKCMS1J52P1B,20221207,17,Pass,Fail,Pass,Fail,,,,,
326187,BBB,CX,BG56O0BWXGGX5A078,20220410,17,Pass,Fail,Pass,Fail,,,,,
352363,BBB,CX,GDTPZXPPU00J4UA83,20230324,17,Pass,Fail,Pass,Fail,,,,,
952010,BBB,CX,2WQ1FO3TRWUIK8OFO,20220216,17,Pass,Fail,Pass,Fail,,,,,
584430,BBB,CX,EHX9R1X2RU2ZMZ2XW,20221227,17,Pass,Fail,Pass,Fail,,,,,
673387,BBB,CX,RR9W82LS1SEQT1FLW,20210817,17,Pass,Fail,Pass,Fail,,,,,
406222,BBB,CX,Z3C1LHGB8SSSHH87B,20230913,17,Pass,Fail,Pass,Fail,,,,,
235818,BBB,CX,WZ1A9FA9NG7PZOECC,20230609,17,Pass,Fail,Pass,Fail,,,,,
382063,BBB,CX,ISIBC1KZV2DAW0FIR,20210518,17,Pass,Fail,Pass,Fail,,,,,
750405,BBB,CX,0X1U9V1O3F30T9WCF,20231027,17,Pass,Fail,Pass,Fail,,,,,
599285,BBB,CX,7XRWY54RGXDYZPT4Y,20200525,17,Pass,Fail,Pass,Fail,,,,,
557501,BBB,CX,BXL6X0NBYMSNVI6GY,20201020,17,Pass,Fail,Pass,Fail,,,,,
625806,BBB,CX,TXBZZYNHGX5ZG3HUQ,20200522,17,Pass,Fail,Pass,Fail,,,,,
284066,BBB,CX,EUZ4OCJJ7CSRPWUQN,20220225,17,Pass,Fail,Pass,Fail,,,,,
360000,BBB,CX,DUK186WES5LTEL1ZV,20220113,17,Pass,Fail,Pass,Fail,,,,,
716228,BBB,CX,84P65ONLLSVW11YTJ,20210630,17,Pass,Fail,Pass,Fail,,,,,
415498,BBB,CX,WZ52RJ5DV51C66RVE,20210712,17,Pass,Fail,Pass,Fail,,,,,
208103,BBB,CX,L7ESEOL1VAGIQ8TE2,20200421,17,Pass,Fail,Pass,Fail,,,,,
529482,BBB,CX,CRGPP7MCHWAANQKPW,20220507,17,Pass,Fail,Pass,Fail,,,,,
260296,BBB,CX,GM0FWU7UMML0OUPEH,20210105,17,Pass,Fail,Pass,Fail,,,,,
655746,BBB,CX,5K4310V7R1EVJA4GE,20210812,17,Pass,Fail,Pass,Fail,,,,,
811170,BBB,CX,22Y6ZYO9ITZORV0LW,20221108,17,Pass,Fail,Pass,Fail,,,,,
668137,BBB,CX,M0IKUW5KG6WMJ65RL,20210803,17,Pass,Fail,Pass,Fail,,,,,
668878,BBB,CX,I0PTRYQZ7IKIU45GE,20201212,17,Pass,Fail,Pass,Fail,,,,,
779942,BBB,CX,0X5LB2TONZA5IJJZQ,20200815,17,Pass,Fail,Pass,Fail,,,,,
691393,BBB,CX,UJ5PCHX0Q9H8D8ZYF,20220415,17,Pass,Fail,Pass,Fail,,,,,
524277,BBB,CX,6JGVEZDXFFDYDMCCO,20210329,17,Pass,Fail,Pass,Fail,,,,,
284923,BBB,CX,9UAMIXE9W6FYPGXDG,20200522,17,Pass,Fail,Pass,Fail,,,,,
429115,BBB,CX,WV5EW7U9AB3OU7NJJ,20220306,17,Pass,Fail,Pass,Fail,,,,,
180346,BBB,CX,3ODW615P8RN9W3ZKM,20230722,17,Pass,Fail,Pass,Fail,,,,,
543230,BBB,CX,SX7XXL0A69Q54D3OB,20231202,17,Pass,Fail,Pass,Fail,,,,,
787886,BBB,CX,SGN0BXCFD2CI206X1,20220128,17,Pass,Fail,Pass,Fail,,,,,
160602,BBB,CX,K7JL3QTS38EJWACHT,20200823,17,Pass,Fail,Pass,Fail,,,,,
728296,BBB,CX,B0288ZHV1OLN5XA60,20230321,17,Pass,Fail,Pass,Fail,,,,,
561830,BBB,CX,4WQD1QB0Y3GW0Q7K5,20230630,17,Pass,Fail,Pass,Fail,,,,,
357283,BBB,CX,S7NP227YQPNDD1M35,20200314,17,Pass,Fail,Pass,Fail,,,,,
342923,BBB,CX,XNEJRLNZYEKFGAQ08,20220322,17,Pass,Fail,Pass,Fail,,,,,
461420,BBB,CX,4DKNHDMPC2VBG4NEV,20201125,17,Pass,Fail,Pass,Fail,,,,,
128909,BBB,CX,WRFMZB4SWXBH3YGQU,20201027,17,Pass,Fail,Pass,Fail,,,,,
427096,BBB,CX,S1N9VAK8VJP76ELVZ,20220112,17,Pass,Fail,Pass,Fail,,,,,
308089,BBB,CX,9FZ23Y6V02E3U0SBB,20201225,17,Pass,Fail,Pass,Fail,,,,,
141565,BBB,CX,Q24F5GVK44262HN5T,20220816,17,Pass,Fail,Pass,Fail,,,,,
693816,BBB,CX,0FJHLJND5M6EAVZET,20230918,17,Pass,Fail,Pass,Fail,,,,,
137044,BBB,CX,HF7YWJ0X26EUMI04L,20210915,17,Pass,Fail,Pass,Fail,,,,,
614241,BBB,CX,6AMOIO1EGP7IMTPH2,20221201,17,Pass,Fail,Pass,Fail,,,,,
749571,BBB,CX,L0C6YVBP1XMJFSJPO,20210713,17,Pass,Fail,Pass,Fail,,,,,
951494,BBB,CX,PIIPHBUE9X15G1A7V,20231022,17,Pass,Fail,Pass,Fail,,,,,
453119,BBB,CX,XKRSH8GU2YGX3Z1RE,20200418,17,Pass,Fail,Pass,Fail,,,,,
355413,BBB,CX,9YK4V4YNZ2NX6RP5Y,20230117,17,Pass,Fail,Pass,Fail,,,,,
353077,BBB,CX,QZGM4K317UD38VSOS,20220607,17,Pass,Fail,Pass,Fail,,,,,
399280,BBB,CX,DB6UO6X9TP4K4TNBV,20230627,17,Pass,Fail,Pass,Fail,,,,,
424032,BBB,CX,117YCP9WMFTOOLWFV,20201208,17,Pass,Fail,Pass,Fail,,,,,
206948,BBB,CX,2S3YAPBI7WIFBDC8T,20230922,17,Pass,Fail,Pass,Fail,,,,,
462105,BBB,CX,2QINRWCJLQ6OVIQQ9,20210627,17,Pass,Fail,Pass,Fail,,,,,
221580,BBB,CX,1QX4XSMKYBZBY2BA8,20230703,17,Pass,Fail,Pass,Fail,,,,,
975296,BBB,CX,DR8WUP3SVWKN5EVMH,20210608,17,Pass,Fail,Pass,Fail,,,,,
563201,BBB,CX,2PGF3TBQ9FGXD1HZD,20200905,17,Pass,Fail,Pass,Fail,,,,,
814413,BBB,CX,OL8SRF430W8RKX025,20220427,17,Pass,Fail,Pass,Fail,,,,,
353335,BBB,CX,GK2O225T18AVQU3IB,20221116,17,Pass,Fail,Pass,Fail,,,,,
233154,BBB,CX,WIA9S93RIKAS3H6SW,20230617,17,Pass,Fail,Pass,Fail,,,,,
515569,BBB,CX,ST0PO7LM74MFCYDMW,20200225,17,Pass,Fail,Pass,Fail,,,,,
179041,BBB,CX,KJIELGNJN77YI4NT4,20210514,17,Pass,Fail,Pass,Fail,,,,,
832817,BBB,CX,0Q3MI5V5M5PLPN7ZZ,20221220,17,Pass,Fail,Pass,Fail,,,,,
758669,BBB,CX,3GXAJ1C0OPI5PCUYH,20200702,17,Pass,Fail,Pass,Fail,,,,,
514292,BBB,CX,20QWRGCSDB50OAPQZ,20210301,17,Pass,Fail,Pass,Fail,,,,,
470587,BBB,CX,Z9LRVYJFBLW7UYDQ4,20210723,17,Pass,Fail,Pass,Fail,,,,,
180744,BBB,CX,H4FO9LL36TL97RZ6M,20200215,17,Pass,Fail,Pass,Fail,,,,,
714249,BBB,CX,QVZIT9BPIXQIJIBXE,20200409,17,Pass,Fail,Pass,Fail,,,,,
174957,BBB,CX,G63A1AF0TL1LPLX4W,20220801,17,Pass,Fail,Pass,Fail,,,,,
957856,BBB,CX,811OLKR5FUAEPRWCF,20220528,17,Pass,Fail,Pass,Fail,,,,,
861632,BBB,CX,FG6K05DSJ0GQGOXM4,20200905,17,Pass,Fail,Pass,Fail,,,,,
557300,BBB,CX,41ZUKROJOTPV5CNO9,20201218,17,Pass,Fail,Pass,Fail,,,,,
950052,BBB,CX,2PBE1DFBQCA6F08E4,20230919,17,Pass,Fail,Pass,Fail,,,,,
888049,BBB,CX,7QUITMQES5X38O481,20230617,17,Pass,Fail,Pass,Fail,,,,,
386853,BBB,CX,RYUWQYN5BYSHVWLHT,20221114,17,Pass,Fail,Pass,Fail,,,,,
376646,BBB,CX,PH9C11XLSI7WFWDZP,20221107,17,Pass,Fail,Pass,Fail,,,,,
818061,BBB,CX,V2R31S28L99VIT7UB,20210210,17,Pass,Fail,Pass,Fail,,,,,
344670,BBB,CX,GOBKI7LP7XB111PS2,20211130,17,Pass,Fail,Pass,Fail,,,,,
638429,BBB,CX,GR0CYZ4Y34H11MMNZ,20201020,17,Pass,Fail,Pass,Fail,,,,,
137850,BBB,CX,EW9EDS05U5Q7ABIRQ,20220504,17,Pass,Fail,Pass,Fail,,,,,
801993,BBB,CX,C4PS6T0IHBA4ST4K3,20231207,17,Pass,Fail,Pass,Fail,,,,,
134539,BBB,CX,X0E5CGLVMYZ405NHJ,20230916,17,Pass,Fail,Pass,Fail,,,,,
621071,BBB,CX,62NIC2NFEMNVL7KRT,20210805,17,Pass,Fail,Pass,Fail,,,,,
426433,BBB,CX,9NUVOWNNRMIAC2TMD,20200403,17,Pass,Fail,Pass,Fail,,,,,
952449,BBB,CX,USZD5XEV97AW77JX9,20230326,17,Pass,Fail,Pass,Fail,,,,,
580658,BBB,CX,7B7IWTT2LNA48AS9Y,20231207,17,Pass,Fail,Pass,Fail,,,,,
587673,BBB,CX,S38F7WH0RII2FQC51,20230415,17,Pass,Fail,Pass,Fail,,,,,
852269,BBB,CX,O9SGYVSA8DGVSRXJE,20200721,17,Pass,Fail,Pass,Fail,,,,,
435186,BBB,CX,3VHC6MQMKH9NAL9CS,20211007,17,Pass,Fail,Pass,Fail,,,,,
350228,BBB,CX,M1ZY8EC7X6QCYPRPT,20211021,17,Pass,Fail,Pass,Fail,,,,,
468788,BBB,CX,8P0ECAG7VD85U4H8F,20231208,17,Pass,Fail,Pass,Fail,,,,,
875006,BBB,CX,UZ05K7R4SW306CK0Q,20200310,17,Pass,Fail,Pass,Fail,,,,,
615910,BBB,CX,H0RETI19WYDAJBRBF,20220631,17,Pass,Fail,Pass,Fail,,,,,
132504,BBB,CX,1ZPXP1OSG9P9IHPHU,20211125,17,Pass,Fail,Pass,Fail,,,,,
360329,BBB,CX,GEFSNYVPD5DTEUMWV,20200225,17,Pass,Fail,Pass,Fail,,,,,
264034,BBB,CX,0S01RINM3ZWC67XD5,20200826,17,Pass,Fail,Pass,Fail,,,,,
552756,BBB,CX,GOYBRP102IRAR7O6Q,20220723,17,Pass,Fail,Pass,Fail,,,,,
336648,BBB,CX,7Z4R5143FJY4JDML5,20211029,17,Pass,Fail,Pass,Fail,,,,,
477928,BBB,CX,KXJCFRVTZICNW1E25,20230310,17,Pass,Fail,Pass,Fail,,,,,
145850,BBB,CX,LPRO099M48HXP9F6W,20231207,17,Pass,Fail,Pass,Fail,,,,,
661737,BBB,CX,N8GV6Z97DFO4ZKU6N,20231231,17,Pass,Fail,Pass,Fail,,,,,
697199,BBB,CX,7N94Q3PVPIR6UTEKW,20200131,17,Pass,Fail,Pass,Fail,,,,,
637995,BBB,CX,UKE2I9WK4QVMBIW31,20210131,17,Pass,Fail,Pass,Fail,,,,,
331023,BBB,CX,BLG8ZZKQF00ZG6VS7,20200910,17,Pass,Fail,Pass,Fail,,,,,
994094,BBB,CX,ZZ6VF1KJ6TJEI5BEZ,20210714,17,Pass,Fail,Pass,Fail,,,,,
929813,BBB,CX,PX51ZBUFZSMB3BF6R,20220318,17,Pass,Fail,Pass,Fail,,,,,
956739,BBB,CX,688W26MTMBPTVCST1,20220721,17,Pass,Fail,Pass,Fail,,,,,
494752,BBB,CX,PVBAG5WM2T0PVI762,20221009,17,Pass,Fail,Pass,Fail,,,,,
987005,BBB,CX,1DG4RLTTJVYXQ72SF,20200330,17,Pass,Fail,Pass,Fail,,,,,
154322,BBB,CX,CAM9FYEU9WX0FHQP6,20201022,17,Pass,Fail,Pass,Fail,,,,,
633850,BBB,CX,053ZTPZ28UP7WJFAN,20210213,17,Pass,Fail,Pass,Fail,,,,,
233593,BBB,CX,0FC3YJ7JJZFF0W4SD,20210110,17,Pass,Fail,Pass,Fail,,,,,
945397,BBB,CX,MSMUDXTUM8FVLAPJJ,20200122,17,Pass,Fail,Pass,Fail,,,,,
654687,BBB,CX,ORX8QQ9IVI1T3VEAA,20210516,17,Pass,Fail,Pass,Fail,,,,,
366369,BBB,CX,2M8YCSVBIAM76PZS4,20200810,17,Pass,Fail,Pass,Fail,,,,,
664733,BBB,CX,451JPDPEBG2OJ7U4A,20211114,17,Pass,Fail,Pass,Fail,,,,,
911026,BBB,CX,90WVAMP10LHRU1TOU,20210723,17,Pass,Fail,Pass,Fail,,,,,
999829,BBB,CX,IH7HF3O5YFWJRGQ1K,20230928,17,Pass,Fail,Pass,Fail,,,,,
594084,BBB,CX,3836GEZ40L8BR6QHQ,20201028,17,Pass,Fail,Pass,Fail,,,,,
494132,BBB,CX,U21DFZQEGD68V5ECJ,20220415,17,Pass,Fail,Pass,Fail,,,,,
766743,BBB,CX,75KFN2NQAFNSS63ZS,20200416,17,Pass,Fail,Pass,Fail,,,,,
116472,BBB,CX,OMY7CJLQVFOCLZ5RJ,20221225,17,Pass,Fail,Pass,Fail,,,,,
256494,BBB,CX,REPOLB9ZVQ4PEF4CX,20230721,17,Pass,Fail,Pass,Fail,,,,,
859064,BBB,CX,19MPOJ6W2JT5XFZGB,20210307,17,Pass,Fail,Pass,Fail,,,,,
983106,BBB,CX,5I7BBBKRBMBXCQZER,20220913,17,Pass,Fail,Pass,Fail,,,,,
584900,BBB,CX,33N3Z8XZONBN12GYC,20201127,17,Pass,Fail,Pass,Fail,,,,,
477422,BBB,CX,VJI9T8AOLQ4QZ2GT7,20201023,17,Pass,Fail,Pass,Fail,,,,,
342999,BBB,CX,QLWUKOOSDFPNSSDXC,20231131,17,Pass,Fail,Pass,Fail,,,,,
454345,BBB,CX,909W42SZWDJTSJEO1,20220807,17,Pass,Fail,Pass,Fail,,,,,
731703,BBB,CX,NSZ2AZK6S97OSM9I5,20230221,17,Pass,Fail,Pass,Fail,,,,,
893288,BBB,CX,M0PNTARSLD1847EZ3,20210123,17,Pass,Fail,Pass,Fail,,,,,
728343,BBB,CX,7DAR05XI1JPEEQODM,20210806,17,Pass,Fail,Pass,Fail,,,,,
722117,BBB,CX,RGWRM4UT3LDFRHDBM,20230514,17,Pass,Fail,Pass,Fail,,,,,
411407,BBB,CX,8S77T098U8OJN98O9,20230418,17,Pass,Fail,Pass,Fail,,,,,
705597,BBB,CX,SLHCY2MBTIHRJM6MD,20211111,17,Pass,Fail,Pass,Fail,,,,,
326429,BBB,CX,NX5WS1DSWD3D811AQ,20210201,17,Pass,Fail,Pass,Fail,,,,,
348071,BBB,CX,0OFG25KTH8RUVTMZU,20220727,17,Pass,Fail,Pass,Fail,,,,,
895849,BBB,CX,K1J74RLF077WML6SP,20220104,17,Pass,Fail,Pass,Fail,,,,,
286225,BBB,CX,9PAEC9QXPIZCHGHWN,20220528,17,Pass,Fail,Pass,Fail,,,,,
